"Category","Sub Category","Item","Done","Subtask","Subtask Done","Subtask Hidden","ASVS","Description","Tools","Links","Applicability","Sources","Tags","Priority","Hidden","Subcategory Notes"
"Architecture, Design and Threat Modeling Requirements (V1)","Access Control Architecture Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.4.4
1.4.5","Todo: Description

Todo: Description","Todo: Tools

Todo: Tools","Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Input and Output Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.5.1
1.5.2
1.5.3
1.5.4","Todo: Description

Todo: Description

Todo: Description

Todo: Description","Todo: Tools

Todo: Tools

Todo: Tools

Todo: Tools","Todo: Links

Todo: Links

Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability

Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources

Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Cryptographic Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.6.1
1.6.2
1.6.3
1.6.4","Todo: Description

Todo: Description

Todo: Description

Todo: Description","Todo: Tools

Todo: Tools

Todo: Tools

Todo: Tools","Todo: Links

Todo: Links

Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability

Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources

Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Errors, Logging and Auditing Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.7.1
1.7.2","Todo: Description

Todo: Description","Todo: Tools

Todo: Tools","Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Data Protection and Privacy Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.8.1
1.8.2","Todo: Description

Todo: Description","Todo: Tools

Todo: Tools","Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Communications Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.9.1
1.9.2","Todo: Description

Todo: Description","Todo: Tools

Todo: Tools","Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Malicious Software Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.10.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Business Logic Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.11.1
1.11.2
1.11.3","Todo: Description

Todo: Description

Todo: Description","Todo: Tools

Todo: Tools

Todo: Tools","Todo: Links

Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Secure File Upload Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.12.1
1.12.2","Todo: Description

Todo: Description","Todo: Tools

Todo: Tools","Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Architecture, Design and Threat Modeling Requirements (V1)","Configuration Architectural Requirements","(no title)","FALSE","Todo: Subtask","FALSE","TRUE","1.14.1
1.14.2
1.14.3
1.14.4
1.14.5
1.14.6","Todo: Description

Todo: Description

Todo: Description

Todo: Description

Todo: Description

Todo: Description","Todo: Tools

Todo: Tools

Todo: Tools

Todo: Tools

Todo: Tools

Todo: Tools","Todo: Links

Todo: Links

Todo: Links

Todo: Links

Todo: Links

Todo: Links","Todo: Applicability

Todo: Applicability

Todo: Applicability

Todo: Applicability

Todo: Applicability

Todo: Applicability","Todo: Sources

Todo: Sources

Todo: Sources

Todo: Sources

Todo: Sources

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Management","Session tokens within URL parameters (or error messages)","FALSE","Todo: Subtask","FALSE","FALSE","3.1.1","Check that session identifiers (like session cookies or JWTs) are **not** exposed in URL query parameters or in error messages. Session tokens in URLs are problematic because URLs can be logged in browser history, server logs, or leaked via referer headers to third-party sites. Likewise, if error messages echo session tokens, an attacker could glean someone else’s token. A secure app will keep session tokens only in cookies or authorization headers – never as part of the URL or error text.

Todo: Description","- **Crawl and Monitor URLs**: Use a proxy (Burp/ZAP) to crawl the application and see if any navigations or redirects include session IDs in the URL. For example, after login, does the app redirect to `home.jsp?jsessionid=<token>` (common in some older Java apps)? Or are there links like `?sessionToken=` anywhere. The proxy history or automated crawler can flag these.
- **Review Error/Debug Output**: Intentionally generate some errors – e.g., alter a session cookie or make a malformed request – and see if the server returns any debug info that contains your session ID. If an error page or stack trace echoes back cookies or tokens (shouldn’t happen, but worth checking), that’s a leak. Similarly, some apps might include session IDs in custom error messages or logs that could be exposed.
- **Browser Developer Tools**: Open DevTools and inspect network requests and responses. Look at any GET requests with query parameters, and check if any parameter looks like a token (long random strings, Base64/JWT format). Also check if `window.location` is ever set to a URL containing the session ID (some apps insecurely do this to transfer sessions, e.g., from HTTP to HTTPS – that’s legacy and insecure).
- **Configuration**: If this is a known framework, check config settings. For example, Java J2EE servers can be configured to use URL rewriting for sessions (jsessionid in URL) when cookies are disabled. Ensure such options are off unless absolutely needed (and even then, it’s a risk).

Todo: Tools","- **OWASP WSTG – Session Management Testing (Cookie/Session Token Handling)**: It notes to verify session tokens are only in cookies and not in URLs:contentReference[oaicite:50]{index=50}.
- **OWASP ASVS 3.4** – States that session tokens should never be revealed in URLs or logs (to prevent leakage):contentReference[oaicite:51]{index=51}.
- **NIST 800-63B (Section 7)** – While about session management guidelines, it implicitly advises protecting session secrets; putting them in URLs would violate secure session management principles outlined by NIST (like confidentiality of session authenticators).

Todo: Links","Relevant to all web applications using sessions or tokens. Only N/A if the application is completely stateless or doesn’t use session tokens at all. Even then, if any sensitive token (like an API key) could appear in a URL, it applies. In modern practice, session IDs in URL are mostly seen in old legacy apps or in a fallback for cookie-less scenarios, so especially check those. Otherwise, always ensure tokens aren’t in URLs by design.

Todo: Applicability","https://owasp.org/ASVS/Session_Management#v33-session-id-not-in-the-url, https://datatracker.ietf.org/doc/html/rfc7231#section-7.3.1

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Login","Login bypass","FALSE","Todo: Subtask","FALSE","FALSE","-","Test that the authentication mechanism cannot be bypassed – meaning no alternative entry exists that lets a user establish a session or access privileged content without actually providing valid credentials. A login bypass could occur via multiple paths: an alternate URL that sets a session cookie, disabled pages that are still accessible, or parameter tampering that flips an authentication flag. Ensuring no login bypass exists is fundamental; otherwise, the entire session management and access control scheme can be rendered useless by an attacker simply skipping the login step.

Todo: Description","- **Direct Resource Access**: After logging out (or without ever logging in), try to directly browse to pages or API endpoints that should require authentication. For example, access `/user/profile` or an admin URL and see if the application returns content or forces a redirect to login. Use Burp to modify requests if needed (e.g., removing cookies) and check responses. A proper application will respond with 401/403 or redirect to login for protected resources.
- **Parameter Tampering**: Investigate the login request itself. Sometimes applications use hidden fields or parameters like `isAuthenticated=false` that the client passes. Attempt to modify such parameters (e.g., change `false` to `true`) and replay the request to see if the server mistakenly logs you in. Although rare, logic flaws of this nature have occurred.
- **Alternate API or Old Endpoints**: If the app has an API, see if it enforces auth the same way as the main app. Try calling API endpoints without a token to check if they improperly grant access. Also, look for older versions of pages (like an `/old_login` or debug endpoints) that might accept a static password or no auth for testing purposes. Tools like **Burp Intruder** can fuzz common endpoint names (like `/login2`, `/debug/login`) to see if any respond differently.
- **Session Fixation/Broken State**: Sometimes a login bypass can happen via session fixation – if you have a session ID and the server doesn’t invalidate it on login, possibly you can use an uninitialized session that magically becomes authenticated under certain conditions. Test by setting a session cookie (from a logged-out state) and then logging in with another account in another browser, see if any cross effects or if that session gains privileges unexpectedly. This is more of a logical/architecture test.

Todo: Tools","- **OWASP WSTG – Bypassing Authentication Schema (WSTG-ATHN-04)**: Provides techniques to test if authentication can be circumvented by manipulating how the app handles sessions and login logic.
- **OWASP ASVS 3.1** – Requires that all pages and functions enforce authentication if not specifically intended to be public. A login bypass often violates this if any sensitive page doesn’t properly enforce the check.
- **OWASP Top 10 (Broken Authentication)** – Many broken authentication issues manifest as logic flaws allowing bypass (e.g., flawed state machine where multi-step login can be skipped). It highlights the need to test odd paths and unanticipated inputs that could bypass normal login.

Todo: Links","Applies to any application with a login. If the app has no login at all (completely public content), then there’s nothing to bypass (so N/A in that case). Otherwise, any auth system should be tested for bypasses. This includes multi-factor flows or SSO – ensure those can’t be short-circuited. Essentially always in scope when authentication exists.

Todo: Applicability","https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/04-Authentication_Testing/05-Testing_for_Bypassing_Authentication, https://cwe.mitre.org/data/definitions/287.html

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Binding","Application doesn't generate new session token on authentication","FALSE","Todo: Subtask","FALSE","FALSE","3.2.1","Verify that upon a successful login (or privilege level change), the application issues a brand new session identifier instead of reusing an existing one. If the app fails to do this (i.e., it keeps the same session ID after login), it’s vulnerable to **session fixation**. In a session fixation attack, an attacker tricks a user into using a known session ID (perhaps by supplying a link with that ID); if the app doesn’t renew the session at login, the attacker can then hijack the user’s session after they authenticate. Therefore, regenerating the session ID at auth time is critical to bind the session to the authenticated user securely.

Todo: Description","- **Manual Session Observation**: Using Burp Suite or browser dev tools, note the session cookie value (e.g., JSESSIONID, PHPSESSID) before login and then immediately after a successful login. If it’s exactly the same, that’s a finding. Burp’s Proxy history or the browser’s storage can show you the cookie pre- and post-auth.
- **Automated**: You can write a small script or use **OWASP ZAP** to perform a login and capture cookies before and after. ZAP has an active scan rule for session fixation that will alert if session tokens aren’t changed after login.
- **Multiple Login Attempts**: Log in, log out, log in again and see if the app sometimes reuses session IDs. It should issue a new one every time. Also check alternate flows (like logging in via OAuth/OIDC redirect) to ensure those too result in a new token.
- **Session Fixation Test**: As a more advanced test, do the following: In one browser (attacker), initiate an anonymous session (get a session ID). Then somehow inject that ID into the victim’s browser (maybe by sending a link like `https://site.com;jsessionid=ATTACKERID`). Have the victim log in. If you as attacker now find that session ID grants you the victim’s authenticated session, the app is not regenerating the ID. This test must be done carefully and only in a controlled environment. But it directly demonstrates the risk if regeneration is not done.

Todo: Tools","- **OWASP ASVS 3.1.2** – Specifies that the session ID should be changed upon login (and other privilege changes). It’s a must-have for secure session management.
- **OWASP WSTG – Session Fixation Testing (WSTG-SESS-05)**: Describes testing steps similar to above to check if a new session is created after authentication.
- **MITRE CWE-384** – “Session Fixation” entry which explains the weakness of not renewing session IDs and the importance of regenerating them at auth boundaries.

Todo: Links","Applicable whenever the application uses session identifiers or tokens to track user state. Virtually all web apps with logins do, except maybe those using stateless JWTs (even then, a new JWT should be issued at login, so conceptually similar). So test this for any cookie-based or token-based session scheme. Only not applicable if there is literally no session concept (e.g., HTTP Basic Auth on every request – even then, you could argue a new nonce realm would be nice, but that’s an edge case).

Todo: Applicability","https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/03-Testing_for_Session_Fixation, https://cwe.mitre.org/data/definitions/384.html

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Binding","Auth tokens with less than 64 bits of entropy","FALSE","Todo: Subtask","FALSE","FALSE","3.2.2","Verify that session identifiers or authentication tokens are sufficiently long and random – generally at least 64 bits of entropy (which typically means 16+ random bytes, often represented as 32+ hex characters). Tokens with less entropy are vulnerable to brute-force guessing. If an attacker can guess or predict a session token, they can hijack sessions without needing credentials. Ensuring high entropy (64 bits ~ 1.8e19 possibilities or more) makes brute forcing impractical with modern computing power.

Todo: Description","- **Token Length Check**: Examine a sample session token (session cookie, JWT ID, etc.). Note its length and format. For example, a classic JSESSIONID might be something like `ABC123...` of a certain length. If it’s shorter than, say, 16 bytes (32 hex chars), flag it. JWTs are larger but they include other data; focus on the secret portion (JWT secret or signature strength). Some tools can decode JWT and show the `jti` (token ID) if present.
- **Burp Suite (Sequencer)**: Use Burp’s Sequencer on session tokens. Capture, say, 100+ session tokens by repeatedly hitting the app’s login (or a token endpoint), then feed them to Sequencer. It will perform an entropy analysis (Chi-square tests, etc.) and estimate the randomness. Sequencer will highlight if the token appears predictable or has less than ideal entropy in certain bits.
- **Manual Analysis**: If you can’t automate, even observing the token format helps. For instance, if you see a session ID like `USER12345` or something guessable (like incremental numbers, or a username embedded), that’s clearly insufficient entropy. Many modern frameworks generate strong tokens, but older ones or custom implementations might not.
- **Review Crypto**: If you have access to code or config, see what PRNG or algorithm is used for tokens. Secure tokens should come from a cryptographically secure random generator (e.g., `SecureRandom` in Java, `crypto.randomBytes` in Node). If you find something like `rand()` or a timestamp used, that’s insecure. Static analysis tools can pinpoint usage of weak random number generators for security-sensitive tokens.

Todo: Tools","- **OWASP ASVS 3.1.4** – Specifies at least 64 bits of entropy for session identifiers. This is an explicit requirement to thwart guessing attacks.
- **OWASP WSTG – Session Predictability**: Guides testing the randomness of session tokens using tools like Burp Sequencer, which correlates with this check.
- **NIST SP 800-63B** – Digital Identity Guidelines state session cookies (session authenticators) should be at least 64 bits of entropy and generated with a CSPRNG. NIST emphasizes high entropy to mitigate guessing.

Todo: Links","Applies to any system issuing session IDs or tokens. Only not applicable if no session concept exists (which is rare in web apps). Even APIs using API keys or JWTs: those tokens/secrets should also have high entropy. So essentially, always check this for web sessions and persistent auth tokens. It’s fundamental to session security.

Todo: Applicability","https://owasp.org/ASVS/Session_Management#v314-session-id-entropy, https://portswigger.net/burp/documentation/desktop/tools/sequencer

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Binding","Auth tokens not stored securely (e.g. not a cookie or session storage)","FALSE","Todo: Subtask","FALSE","FALSE","3.2.3","Ensure that authentication tokens (session IDs, JWTs, API tokens) are stored in a secure manner on the client side. They should be kept in a place not easily accessible by malicious scripts – typically **HTTP-only cookies** for web sessions, or secure platform storage for mobile (rather than insecure locations like HTML5 localStorage for long-term tokens). If tokens are stored inappropriately, it increases risk that XSS or other client-side attacks can steal them, or that they leak in browser data (like tokens in localStorage might be exfiltrated if any XSS exists). In short, the binding of the token to a secure storage mechanism is vital for session security.

Todo: Description","- **Browser Inspection**: Open the application in a browser and use developer tools to check where the token resides. After logging in, look in **Application -> Storage**: check Cookies for session tokens and check Local Storage/Session Storage for any tokens. If you find, say, an `authToken` or `JWT` in localStorage or sessionStorage, that’s a less secure pattern (susceptible to XSS). Ideally, tokens should be in cookies with the HttpOnly flag (so they don’t show up in JS-accessible storage at all).
- **Review Network Calls**: Observe how the token is sent. If it’s in an `Authorization: Bearer <token>` header, then the app likely stored it in a JS variable or storage. Figure out where by searching in the code for how that header is added (if code is accessible). That will lead you to where the token lives (often localStorage for SPAs using bearer tokens). If it’s a cookie (check request headers for Cookie: sessionId), verify that cookie has **HttpOnly** and **Secure** flags set, and it’s not accessible via client JS.
- **XSS Simulation**: If possible (in a test environment), introduce a benign XSS (like using the browser console or a custom script injection) to attempt reading document.cookie or localStorage. If the session token is HttpOnly cookie, `document.cookie` won’t show it, which is good. If the token is in localStorage, `localStorage.getItem('token')` would retrieve it – showing vulnerability if any XSS occurs. This simulates what an attacker could do if XSS is ever found: if tokens are in JS-accessible storage, they’d be compromised.
- **Mobile App Check**: If relevant (say the token is used in a mobile app), ensure it’s using the platform’s secure storage (like iOS Keychain or Android Secure Shared Preferences) rather than storing in plain-text preferences or logs.

Todo: Tools","- **OWASP ASVS 3.2** – States session tokens or auth credentials must be stored securely (HttpOnly cookies for web). It discourages storing tokens in places accessible to JavaScript (because of XSS risk).
- **OWASP JWT Cheat Sheet** – Advises against storing JWTs in localStorage due to XSS; recommends HttpOnly cookies for web JWT usage. This ties into this verification: the token storage strategy should prioritize security over convenience.
- **OWASP Top 10 – A3 Sensitive Data Exposure**: Includes improperly stored tokens as an example of sensitive data exposure. If tokens are not stored with adequate protection, they can be leaked or stolen, leading to full account compromise.

Todo: Links","Applicable to web applications and any client that stores session or auth tokens. If an app truly doesn’t use tokens (e.g., it’s using HTTP Basic Auth each time, so nothing persists), then this might be N/A. But that’s rare; most have a session mechanism. Single Page Applications using JWTs are particularly in scope – ensure they aren’t using localStorage if security is a concern. Traditional web apps should use cookies correctly. So essentially, check this in all normal scenarios.

Todo: Applicability","https://owasp.org/www-project-cheat-sheets/cheatsheets/JSON_Web_Token_Cheat_Sheet_for_Java.html#token-storage, https://datatracker.ietf.org/doc/html/rfc6275#section-5.3

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Binding","Auth tokens generated with poor cryptography","FALSE","Todo: Subtask","FALSE","FALSE","3.2.4","Assess if session tokens or auth tokens are generated using strong cryptographic algorithms and libraries. “Poor cryptography” in token generation could mean using outdated hashing (like MD5) or predictable algorithms to construct tokens (like encrypted but not signed tokens, or using a weak random number generator). For example, some apps might create session IDs by encrypting user information with a static key – if weak, an attacker could forge a token. Or using a weak PRNG could produce guessable tokens. We want tokens that are essentially random and unforgeable. So this verification overlaps with entropy but also looks at *how* the token is built (ensuring modern cryptographic practices).

Todo: Description","- **Token Structure Analysis**: Inspect a few tokens (session IDs, JWTs, etc.). If it’s a JWT, decode the header and payload – check the algorithm (e.g., `alg: HS256` vs `alg: none` or a known weak algo). HS256 (HMAC-SHA256) is fine if the secret is strong; RSA/ECDSA are fine too. If you see `alg: none` or something like HSMD5 (not standard, but older systems might do weird things), that’s a flag. For opaque session IDs, see if they contain any Base64-encoded data (which might hint at being something like user data encrypted/base64’d). If so, attempt to decrypt or recognize patterns – but this often requires known keys.
- **Known Patterns and Default Secrets**: Some frameworks had issues where they used a default static secret for tokens (e.g., older JWT libraries defaulting to “secret”). If you have source access, search for token generation code and see if secrets/keys are properly randomized and stored securely. If not, an attacker might brute force or guess tokens if the crypto key is weak or reused.
- **Brute Forcing Attempts**: For a suspected weak scheme, you could attempt offline cracking. For instance, if session IDs look like `SHA1(user_email || timestamp)`, an attacker could guess them by hashing known values. Use tools like **Hashcat** or custom scripts if you deduce a pattern. This is only feasible if you get a strong hint of structure.
- **Crypto Library Use**: Check what crypto library and functions are used. If the app uses a modern secure library (OpenSSL, bcrypt for any token derivation, etc.), that’s good. If you find custom crypto code (e.g., homemade cipher or base64 encoding used as “encryption”), that’s bad. Static analysis can find usage of outdated crypto (MD4, MD5, SHA1 for critical stuff) – for instance, many scanners will flag MD5 usage in session or password context as a weakness.

Todo: Tools","- **OWASP ASVS 3.1 & 3.2** – These collectively imply that session tokens should be generated with secure random and cryptographic techniques (no homebrew or weak algos). ASVS v3 doesn’t explicitly list “no weak crypto in tokens,” but in V6 (Cryptography) and general principles, it mandates strong algorithms.
- **CWE-326 (Inadequate Encryption Strength)** – If an auth token is generated by encryption with a weak key or algorithm, it’s a form of CWE-326. Similarly, **CWE-338 (Weak PRNG)** covers using non-cryptographic random for tokens.
- **NIST SP 800-63B** – Requires session authenticators (like cookies or tokens) to be generated by secure random processes and, if applicable, using approved cryptographic random number generation. It effectively prohibits using known weak algorithms for any part of token generation.

Todo: Links","This is relevant to any application creating session or auth tokens. If tokens are simple random cookies from a known-good framework, this is often fine; but custom tokens or older systems are at risk. Only mark N/A if the application truly uses no tokens (again, rare). Even APIs issuing API keys need this (the key generation should be strong). So in practice, nearly all apps with sessions or API auth fall under this check.

Todo: Applicability","https://cwe.mitre.org/data/definitions/338.html, https://cheatsheetseries.owasp.org/cheatsheets/Cryptographic_Storage_Cheat_Sheet.html

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Logout","Session Expiration after logout","FALSE","Todo: Subtask","FALSE","FALSE","3.3.1","Verify that when a user logs out, their session is fully terminated server-side (and ideally client-side cookie deleted) so it cannot be reused. The goal is that logout actually invalidates the session token, making it useless if an attacker somehow obtained it. We are confirming that the application properly destroys session state on logout. If it doesn’t, an attacker with the token (from shoulder-surfing, token theft, etc.) could continue to act as that user even after they believe they logged out.

Todo: Description","- **Functional Test**: Log in as a user, perform some action to confirm the session is active, then log out. After logging out, attempt to use the same session token (e.g., via Burp) to perform an action or access a page. This can be done by intercepting a request post-logout, replacing the new token (if any) with the old one, or preventing your client from clearing the cookie. If the server responds normally (not forcing re-auth), then logout didn’t invalidate it properly. A correct implementation yields an invalid session (you’d get kicked to login or a 401 response) when reusing a logged-out token.
- **Multiple Device Scenario**: Login on two separate browsers (or browser and incognito as the same user account, if the app allows concurrent sessions). Then logout in one of them. See if the other session is affected or not. Many apps won’t kill other concurrent sessions on a single logout – that’s usually fine (addressed in another item). Here, focus on the specific session that was logged out: ensure it’s dead. So, in the browser where you did not click logout, try to use that session – if it’s still active, that might indicate that logout in one client doesn’t invalidate sessions in others (which could be design or a flaw). Typically, logout is per session, not global, so this might be expected. Just ensure the session that triggered logout is gone.
- **Check Cookie/Token Deletion**: Observe if the app set the session cookie’s expiration to an old date or sent a Set-Cookie to remove it. That’s the client side. And/or if using JWT, there’s often no client deletion (the client just drops it). But server-side, perhaps through an API call, the token should be marked invalid. Without direct server insight, rely on testing access as above.
- **Server-Side Session Store**: If you have any access to server (white-box), check if the session ID is removed from the session store (in-memory table, database, etc.) upon logout. If you see it still present marked active, that’s an issue. But often, you won't have this access on a black-box test, so stick to behavioral testing.

Todo: Tools","- **OWASP ASVS 3.3.2** – Requires that logout or other session termination actions invalidate the session on the server. It also implies subsequent use of that session must be rejected.
- **OWASP WSTG – Testing for Logout Functionality (WSTG-SESS-06)**: Describes ensuring that after logout the session cannot be used:contentReference[oaicite:74]{index=74}. It often mentions trying to reuse cookies after logout to verify invalidation.
- **NIST 800-63B** – Session termination guidelines (section 7) indicate that sessions should be invalidated at logout or after a defined timeout. While user-initiated logout specifically should disallow further use of that session ID.

Todo: Links","Applies to any application with a logout feature (which should be all apps with sessions). If an app has no logout (some long-lived token scenarios or stateless auth might not have explicit logout), then consider this N/A but note it as a design concern if appropriate. Otherwise, always test logout effectiveness.

Todo: Applicability","https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/06-Testing_for_Logout_Functionality, https://datatracker.ietf.org/doc/html/rfc7235#section-3.1

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Logout","Application should force users to re-auth after an appropriate idle time","FALSE","Todo: Subtask","FALSE","FALSE","3.3.2","Confirm that the application implements an **idle session timeout** – i.e., if a user is inactive for a defined period (say 15 minutes, 30 minutes, etc.), the session expires and the user must log in again. This is crucial to reduce the window in which a stolen or unattended session could be abused. If a user walks away or forgets to log out, an idle timeout limits how long that session remains usable. Without it, sessions could live indefinitely (or until absolute timeout) even with no activity, which is riskier. We need to ensure the timeout is of reasonable length per the app’s sensitivity and that it actually works.

Todo: Description","- **Configuration Inquiry**: Often, idle timeout is configured on the server side (in a config file or app settings). For example, Java web.xml might have `<session-timeout>30</session-timeout>` in minutes. If you have access to such config or documentation, verify the value. Otherwise, proceed to testing.
- **Active vs Idle Behavior**: Log in as a user and then remain idle (do nothing) for just over the expected timeout threshold. Then attempt an action. You can simulate this in testing by using Burp: note the session cookie, wait out the timeout period (or manually adjust your system time if testing locally). After the wait, send a request with the old session cookie. If the server responds with a redirect to login or a session-expired message, it’s working. If it still allows the action, there’s no (or too long) idle timeout. Alternatively, some apps implement this on the client side with JavaScript; disable or watch for any client scripts that might ping the server (to keep-alive) or show a timeout warning.
- **Shorten Timeout for Test**: If possible on a test environment, reduce the idle timeout to something short (like 1 minute), then test quickly to confirm it triggers. This might require config changes or using a demo mode.
- **Session Store Observation**: If you can see server session data, check last access timestamps getting updated with activity. An idle timeout logic will track last activity and compare current time. Without direct access, rely on black-box method above.

Todo: Tools","- **OWASP ASVS 3.2.1** – Specifies an idle timeout (typically 15-30 minutes) for sessions. It’s a requirement for secure session management that idle sessions end.
- **OWASP WSTG – Testing for Session Timeout (WSTG-SESS-07)**: Guides verifying both idle and absolute timeouts by waiting and checking if the session expires.
- **NIST 800-63B** – Recommends session timeouts as a mitigation for session hijacking. NIST suggests reasonable timeouts based on risk (for example, high-risk apps might log out sooner). While it doesn’t mandate a specific time in all cases, it emphasizes the need for one.

Todo: Links","Virtually all web apps with sessions. Only slight exceptions: some real-time systems or kiosk modes where continuous login is needed (even then, they often use other controls). If an app explicitly chooses no timeout (like “keep me logged in” features), it should still implement some extended timeout or inactivity detection. So this should be checked for essentially every app session.

Todo: Applicability","https://owasp.org/ASVS/Session_Management#v32-session-expiration, https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/07-Testing_for_Session_Timeout

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session Logout","Application terminates other sessions after password change","FALSE","Todo: Subtask","FALSE","FALSE","3.3.3","Verify that when a user performs a sensitive account change – specifically changing their password – the application invalidates any other active sessions that the user had. This is a security measure to mitigate the scenario where an attacker has stolen a user’s session; if the user realizes and changes their password, all prior sessions (possibly hijacked) should be logged out, forcing re-authentication with the new credentials. If the app does not terminate existing sessions on credential reset/change, an attacker who already hijacked a session could continue to use it even after the user’s password is changed.

Todo: Description","- **Multiple Session Test**: Log in with the same account from two different browsers/devices (or one normal window and one incognito, to simulate separate sessions). On one of them, perform a password change. Then, on the other session (which you haven’t touched), try to perform any action or navigate to a page. Expected result: that session should now be invalidated – the server should treat it as expired or ask for login again. If you can still use it normally, the sessions were not terminated.
- **API or Cookie Inspection**: After password change, sometimes apps will change a session token or issue a new one. Check if a new session cookie is set in the response to the password-change request. If yes, that suggests the old tokens might be invalid. But still test the old one as above to confirm. If no new token and old session remains, likely other sessions remain too.
- **Review Security Settings**: Some applications have an option “log me out of other devices” either automatically on sensitive changes or as a user-selectable feature. Check account settings or security settings for wording like “sign out of all other sessions” after password change. If it’s present and default, ensure it works; if absent, note that as a potential gap.
- **Server Session Store**: If accessible, observe that on password change event, all session entries for that user are removed (except possibly the current one issued anew). Without server access, the above active test is the way to verify.

Todo: Tools","- **OWASP ASVS 2.2.4** (though an Authentication requirement) – It suggests that on password change or other credential reset, the application should invalidate existing sessions and session tokens. This maps to the requirement here in session management context.
- **NIST 800-63B Sec. 7.2** – While mostly about session binding, it notes that verifiers (the app) should terminate session tokens when credentials are changed as part of good session lifecycle management.
- **OWASP Top 10 – A2 Broken Authentication**: Failing to invalidate sessions after password changes can be considered part of broken session management, and is often mentioned in security guidelines as a necessary step to contain damage from account compromise.

Todo: Links","Applicable to any application where users can change credentials (password, keys, etc.) and have concurrent sessions (e.g., logged in from multiple devices). If an app is single-session only (logging in somewhere automatically logs you out elsewhere), then this is inherently taken care of. But most modern apps allow multiple sessions, so this check is important. If the app does not allow password changes (rare), mark N/A; otherwise assume it should be in place for web/mobile apps.

Todo: Applicability","https://owasp.org/ASVS/Authentication_Verification_Requirements#v224-session-invalidation-on-password-change, https://cheatsheetseries.owasp.org/cheatsheets/Session_Management_Cheat_Sheet.html#session-invalidation

Todo: Sources","Todo: Tags","2","FALSE",""
